datetime,Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerDay,Surface_Level_Barometric_Pressure_pascal
2024-01-19 18:00,-16.667037512423722,0.0,240.3603555352025,89.26882237286986,3.790753393619697,0.0,99061.96888868343
2024-01-19 19:00,-16.031885451819065,0.0,240.3603555352025,87.71792622031073,4.30185360739701,0.0,99174.02838387573
2024-01-19 20:00,-15.40076929577709,0.0,240.3603555352025,86.14798901129255,4.823622782821112,0.0,99286.07401072486
2024-01-19 21:00,-14.768160848222543,0.0,240.58804808848,84.52949157316985,5.361069804876279,0.0,99398.1709966716
2024-01-19 22:00,-14.696566609941293,0.0,240.58804808848,85.19105820317272,5.389896928709868,0.0,99389.44850221895
2024-01-19 23:00,-14.62313589965098,0.0,240.58804808848,85.83204975193435,5.421620116999572,0.0,99380.77417714497
2024-01-20 00:00,-14.55153389654216,0.0,215.4828993216069,86.47895879417537,5.457987073534354,0.0,99372.05367048818
2024-01-20 01:00,-14.81431516387759,0.0,215.4828993216069,86.75813607900692,5.26010073205021,0.0,99428.95599112427
2024-01-20 02:00,-15.079810509314905,0.0,215.4828993216069,87.0321614012892,5.067865338132374,0.0,99485.86298076923
2024-01-20 03:00,-15.340404803936298,0.0,187.7701193905441,87.23984379570328,4.872775437682667,0.0,99542.76899963018
2024-01-20 04:00,-16.00223861784625,0.0,187.7701193905441,87.83309545932187,4.615512208573943,0.0,99631.89695821005
2024-01-20 05:00,-16.661887625970785,0.0,187.7701193905441,88.21412438014815,4.361642866961606,0.0,99720.93953402368
2024-01-20 06:00,-17.322476539386095,0.0,163.05763497437246,88.38102404707159,4.116213876057736,0.0,99810.0182137574
2024-01-20 07:00,-16.98276551376433,0.0,163.05763497437246,87.39432769051463,4.1809501819910295,0.0,99937.95146079882
2024-01-20 08:00,-16.641590908434267,75.95670435978816,163.05763497437246,86.39603809675154,4.25730226935879,0.0,100065.89122596155
2024-01-20 09:00,-16.301880966276816,227.29792794673403,158.77970642450998,85.40456548992657,4.344624118372218,0.0,100193.7890162722
2024-01-20 10:00,-14.778804259892752,339.51289918436805,158.78373014009915,86.148659884515,4.5363889354997555,0.0,100143.01710428995
2024-01-20 11:00,-13.2610011354706,431.8886355789456,158.78373014009915,85.68279769507156,4.731280127741505,0.0,100092.19369452662
2024-01-20 12:00,-11.737924429086538,479.85330091848886,164.6689934363732,84.23873993526385,4.932100323355824,0.0,100041.4440181213
2024-01-20 13:00,-11.448152801694249,445.73572012094354,164.6689934363732,82.4403854827723,4.978953292328749,0.0,100088.34901997042
2024-01-20 14:00,-11.16217853613859,377.66975086821606,164.6689934363732,80.70780833267183,5.056388292689056,0.0,100135.22693232249
2024-01-20 15:00,-10.869879367083486,256.2234443799984,162.97059062528896,78.97461700507607,5.157353983951493,0.0,100182.10313424557
2024-01-20 16:00,-12.936444344605214,121.97789326504139,162.97059062528896,82.54282238393328,4.619426612910361,0.0,100097.05232988164
2024-01-20 17:00,-14.994499612842086,0.0,162.96911214794636,85.03537390793436,4.112999605987805,0.0,100012.01710428995
2024-01-20 18:00,-17.057032297348837,0.0,158.07154141939606,85.9826492169773,3.6665854593922753,0.0,99926.92612795859
2024-01-20 19:00,-17.80667917827178,0.0,158.07154141939606,86.40610547705339,3.5010146666422903,0.0,99945.95539016274
2024-01-20 20:00,-18.554132314828728,0.0,158.07154141939606,86.53582922080506,3.3612179771611808,0.0,99964.93907174557
2024-01-20 21:00,-19.305259298290725,0.0,155.57053424902927,86.37703680365838,3.2422836221526246,0.0,99983.92987241125
2024-01-20 22:00,-19.91010920959112,0.0,155.57053424902927,86.50905637167102,3.2072686274501163,0.0,99940.48405140534
2024-01-20 23:00,-20.516443196133046,0.0,155.56799126799996,86.4466917065364,3.215527989751571,0.0,99897.0378143491
2024-01-21 00:00,-21.120224721332978,0.0,152.08414066472704,86.13775978018847,3.2723789495180533,0.0,99853.57867973375
2024-01-21 01:00,-21.700226552387665,0.0,152.08414066472704,86.63998326425538,3.300023942297032,0.0,99904.62855954144
2024-01-21 02:00,-22.276206925070497,0.0,152.08414066472704,86.95127369855952,3.358469012751348,0.0,99955.6436760355
2024-01-21 03:00,-22.852539875098234,0.0,154.3732530040854,87.08399825362268,3.4425838116654077,0.0,100006.7169933432
2024-01-21 04:00,-22.976327929976428,0.0,154.3732530040854,86.94599446646579,3.2027619913590164,0.0,99992.38165680475
2024-01-21 05:00,-23.096441325351332,0.0,154.3732530040854,86.76496949211452,3.126608830702199,0.0,99978.10234837279
2024-01-21 06:00,-23.22023100542599,0.0,178.50242993958602,86.59969333001351,3.2213413070243715,0.0,99963.77648853548
2024-01-21 07:00,-21.900942650067034,0.0,178.50278477414827,85.68710614140998,3.8153265197396333,0.0,99978.36635539943
2024-01-21 08:00,-20.579460369764703,74.04151049732458,178.50278477414827,84.02941683987068,4.414726018463999,0.0,99992.91771449706
2024-01-21 09:00,-19.262714995435005,198.5990926528118,204.70810523399942,81.85996806410795,5.014524317956715,0.0,100007.45294008875
2024-01-21 10:00,-16.960169143225315,295.93261303422014,204.70810523399942,85.70761968389623,5.756505257441404,0.0,99905.14908468934
2024-01-21 11:00,-14.663965891098837,376.2135309524085,204.70846006856166,85.95465860779743,6.556579502496192,0.0,99802.85581545859
2024-01-21 12:00,-12.361407037317399,422.1216988648183,205.09887568908331,83.77065248730665,7.398857252246426,0.0,99700.55196005917
