datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2016-06-30 18:00:00,99946093.3148505,94608365.1278551,89323663.89210574,86377507.19924556,83466898.4605522,80722349.26100935,78037650.50813599,75568854.81617491,73082754.9084682,70885925.47357817,68834956.98683013,67689264.57842615,66575762.00048865,65588644.254437,64607197.68635256,63386235.4769156,62076535.84803942,60680275.11425893,59288445.37152156,57921993.30018761,57146660.55360049,56572356.09658904,55957125.765175,54894496.96219916,52925044.71586765,50633805.10819048,48375912.14009101,45814365.43613593,44108975.07675804,44021142.48000726,43900985.44086573,43228396.4712434,41755668.70214725,39565162.38336536,37420503.60181597,34965267.37101946,33027808.60456792,30438283.05888388,27791643.24464123,24713582.108093448,21437381.0672073,18025312.285277136,14630525.029968582,11624301.748121096,8645019.133451363,6298500.011339783,3952000.000005635,2099500.0000000014,246999.99999999988,123500.0
2016-06-30 19:00:00,97309007.29468793,92608369.32040057,87907827.75352801,85466099.53118828,83024303.37029384,80704524.14636213,78384616.09292999,76186572.10169767,73987946.62266022,72031849.2091816,70070337.44853695,68942629.8588398,67674379.09334627,65821826.93761974,65029856.89450446,63384973.47951358,62068555.25807099,60675312.07477046,59284737.88945265,57926501.05875605,57150210.35651372,56570595.33773996,55955906.337882094,54886860.9302652,52918296.33346038,50632622.20567608,48374941.387985766,45817338.67247633,44111711.64734528,44021040.65300013,43900966.85187801,43226115.37268625,41753385.68919766,39565146.884438746,37420508.74873697,34966262.37184481,33028686.19750006,30438286.160346206,27791642.286174037,24713323.11798872,21437167.70829806,18025311.789026488,14630525.103513904,11624325.038545556,8645036.252364604,6298500.041383536,3952000.0000300743,2099500.000000013,246999.9999999997,123500.0
2016-06-30 20:00:00,97178312.32038473,92484022.6848911,87789890.05596413,85351528.63372247,82913106.15248637,80596576.52346586,78280018.55155508,76085381.95320748,73890730.40267332,71939918.63812698,69988983.36233614,68891013.0522277,67788860.60605183,66758637.88357208,65027285.67903844,63413966.36430969,62061713.98171732,60670380.70537306,59280880.93840584,57926667.47629722,57150337.60040822,56568778.92291296,55954773.96592854,54882908.68728336,52914677.31556816,50631488.761348665,48373965.188292935,45818651.902895816,44113117.2486253,44020935.4783425,43900950.36354497,43224663.991790086,41751967.99236276,39565133.369483285,37420514.06602689,34967036.37608114,33029401.845671594,30438289.86686617,27791641.040007345,24713092.64014279,21436971.2227958,18025311.07048795,14630525.214423,11624347.299926072,8645052.773233613,6298500.088343149,3952000.0000889366,2099500.0000000573,246999.9999999996,123500.0
2016-06-30 21:00:00,97125714.50196436,92433914.0672874,87742342.18592371,85305305.54700893,82868197.37219019,80552911.53917168,78237598.83445834,76044145.47579452,73850681.96409096,71900931.04312484,69951064.1157966,68853692.12098669,67752213.54767676,66734727.46977743,65039992.15230068,64065369.06146946,62059442.00421278,60665471.01465896,59277000.62787303,57926005.87316052,57149805.78322419,56566963.01715884,55953668.924223766,54879719.22130344,52911717.12839311,50630376.11795087,48372998.25830908,45819614.6832247,44114237.34516019,44020832.384430185,43900933.04616544,43223399.09408646,41750746.1984741,39565119.39529839,37420520.12609141,34967758.78102278,33030079.290190045,30438294.331097167,27791639.469104685,24712869.1124976,21436778.934044924,18025310.127846062,14630525.36287083,11624369.291207446,8645069.13275498,6298500.152138341,3952000.0001974097,2099500.0000001653,246999.99999999948,123500.0
2016-06-30 22:00:00,97064725.97329432,92375779.46869405,87687126.82097824,85251588.51798762,82815967.04486956,80502061.44297624,78188066.47606704,75995732.72819443,73803145.56157339,71853518.6599241,69902115.51522623,68797430.95986651,67670852.89395888,66573217.14203323,65219790.49059778,64386851.710867256,62075613.357798,60660798.55606988,59273795.48101741,57933800.57976241,57156201.75480039,56565476.37369649,55952192.52830223,54868987.37008806,52902281.72751384,50629101.42462213,48372152.32714947,45824140.45570717,44118232.9245735,44020776.093724914,43900885.7429736,43220327.47166906,41747636.09865567,39565080.897256,37420534.182595104,34968965.35105447,33031112.551837794,30438302.53553025,27791636.772303287,24712583.64351404,21436550.15892125,18025308.75367369,14630525.573125,11624393.440382896,8645086.727953127,6298500.238436352,3952000.00038153,2099500.000000393,246999.99999999945,123500.0
2016-06-30 23:00:00,96978907.9407098,92294037.99553037,87609537.7278729,85176161.76085265,82742707.43295902,80430868.55298492,78118957.34096056,75928647.72270527,73738210.84006141,71790936.32777438,69843240.70644474,68746409.50017954,67647354.45567653,66669668.63329396,65677727.16747455,64385801.11855331,62158684.06377974,60707622.2681275,59281205.15217143,57981546.80486949,57198587.5374619,56567243.93822821,55946232.425603375,54809513.953804605,52847564.98298764,50625036.67391042,48373122.861184046,45860050.47880513,44149703.811497085,44021691.21003159,43900159.38394854,43195464.226837866,41720216.742128685,39564304.22349362,37420759.19693666,34978063.40384373,33038437.90293129,30438416.938020363,27791606.253054798,24710929.091378376,21435446.3866945,18025298.856324304,14630526.79181425,11624482.567598045,8645144.603617476,6298500.614368132,3952000.001440354,2099500.000002102,246999.99999999977,123500.0
2016-07-01 00:00:00,96949238.88498648,92265403.68429248,87582040.27825414,85149093.18861476,82716028.49969216,80404454.93805711,78092656.87839332,75902170.73792867,73711169.48932898,71762661.9319509,69812925.76908863,68712316.44262716,67606909.4921839,66616437.77058782,65594203.44077265,64243725.22380548,62347895.89522527,60819626.49333488,59350596.80098113,58118545.58948368,57326541.69392517,56587688.5854923,55907416.22038753,54617670.97024831,52663277.01037841,50594546.75042494,48393081.29860328,46005732.29779502,44284070.95327221,44036448.78243267,43888010.03474817,43071829.41430292,41583625.01901882,39548566.02630749,37425058.88057953,35031389.56006404,33084256.8538959,30441356.65513383,27790919.94024207,24699658.85271817,21427629.057261348,18025042.80549749,14630551.55531617,11625144.752111975,8645579.707690347,6298509.349958296,3952000.092746416,2099500.000645405,247000.0000008621,123500.0
2016-07-01 01:00:00,96896778.1711167,92215493.69086838,87534693.01821342,85103092.81274186,82671379.2437765,80361099.7914838,78050611.18355691,75861394.44324684,73671703.0428257,71724439.68048733,69776077.4471633,68676642.52438416,67572894.1073125,66584887.28342032,65568022.58545287,64232814.92579311,62486769.58491953,60956803.36077658,59444432.46415081,58236893.568426326,57432594.36114543,56613151.05419997,55852378.01468862,54463006.51779585,52515636.4494237,50550405.31203969,48423696.82019195,46125108.01098728,44395664.17424094,44061061.167806014,43866457.28446992,42967513.02668853,41476139.51836742,39521418.80416037,37431949.79956633,35076361.95941445,33124325.145733576,30446979.90281348,27789766.835926283,24690065.813576717,21420665.19863537,18024544.49397825,14630591.583303047,11625719.207873274,8645961.184313813,6298525.664739471,3952000.376786378,2099500.003488569,247000.0000057384,123500.0
2016-07-01 02:00:00,96850013.02127616,92171083.56758344,87492637.50280307,85062309.97936468,82631878.30063492,80322843.86326197,78013638.50794308,75825709.34949747,73637399.35034256,71691536.79200599,69744767.48016761,68646879.02632278,67545531.01400721,66561747.20914576,65553777.62230948,64238382.76174189,62578177.30775687,61072869.32950389,59529393.541516185,58328214.814442486,57509685.46643461,56632384.385913394,55803615.954172045,54352824.30951002,52411156.43171766,50511941.60068357,48450236.71531564,46209672.16933926,44475307.65180698,44084079.29171212,43845609.9310832,42893436.13675692,41402411.507566646,39496220.802810416,37437694.49198321,35108274.47415261,33153448.34248609,30452686.68120805,27788763.4129681,24683291.83445496,21415576.930377927,18024026.3883349,14630625.642118093,11626127.74718347,8646234.525602046,6298542.274018706,3952000.773840256,2099500.0085183494,247000.00001596112,123500.0
2016-07-01 03:00:00,96807513.81499413,92130716.60363314,87454401.11363511,85025220.0053075,82595941.9249623,80288025.83687659,77979971.33173272,75793193.9467824,73606117.70681804,71661503.76876904,69716133.04865503,68619568.50153878,67520048.65823926,66539771.088916,65539452.06559189,64241062.08868139,62658687.52083235,61224376.08242197,59608988.59997196,58397968.15462645,57564889.11520472,56645239.18751598,55765310.32876815,54274769.57738771,52337631.9644627,50482517.17608426,48470064.37434378,46268462.53704702,44530976.9451034,44102222.103250615,43828902.72528707,42842410.43656289,41352806.14196389,39476644.98011518,37441713.51308467,35130132.77617337,33173682.330513567,30457375.553015485,27788046.952687405,24678711.66435317,21412056.954612967,18023595.08507972,14630649.224491514,11626403.696189497,8646420.058032736,6298555.859233088,3952001.16414868,2099500.0142983706,247000.00002923489,123500.0
2016-07-01 04:00:00,96765843.46249752,92091102.14889994,87416819.42760098,84988706.97791515,82560501.59941293,80253613.26619723,77946598.4024759,75760827.5601452,73574786.89807579,71631147.44100985,69686802.90152806,68590992.2487895,67492367.47672997,66514097.01016492,65518368.71956859,64232326.046502165,62769998.488852255,61432202.91493312,59695671.444068745,58458962.02201123,57609643.71275552,56654773.40698818,55732580.38678178,54211693.223202325,52278400.250310056,50457779.01465192,48486420.955155,46315616.314988375,44575958.72618417,44117893.8662856,43814334.44424583,42801529.10734495,41314020.25467694,39459812.98177805,37444870.18497399,35147727.947791904,33190167.276654627,30461607.083601173,27787475.065409683,24675043.77631799,21409186.43376017,18023200.22398869,14630667.487293605,11626625.331682248,8646569.771429809,6298568.181734705,3952001.5634623137,2099500.020901042,247000.0000458892,123500.0
2016-07-01 05:00:00,96723774.72903824,92051102.9474367,87378869.0119406,84951830.90568751,82524703.35908699,80218846.73467822,77912874.5077812,75728111.7034503,73543108.37631902,71600448.793997,69657152.36019309,68562141.93791755,67464532.4913435,66487956.54489151,65497342.45106085,64228468.5223153,62952529.96954642,61659498.71179477,59788989.78987645,58516055.68713411,57648098.26350919,56662177.025649644,55703594.4175564,54157841.23568077,52227929.0460315,50436132.707117446,48500512.80391312,46355748.57263654,44614555.94127159,44131951.30713344,43801199.307150535,42766648.385088064,41281563.63381519,39444711.05639468,37447476.44491566,35162881.88222163,33204519.484412476,30465585.82558629,27786996.429737944,24671883.278710783,21406675.079428177,18022822.989787627,14630682.238190416,11626817.43887011,8646700.170465544,6298579.907998039,3952001.980259428,2099500.028422841,247000.0000663998,123500.0
2016-07-01 06:00:00,96682843.4972142,92012236.84133992,87342042.54278572,84916097.58979107,82490073.29858905,80185290.7617562,77880431.7692147,75696798.9636693,73513039.9934277,71571720.2253664,69630078.95810436,68537010.52216338,67442635.95240255,66472149.53403202,65495829.79135219,64270456.713438936,63009362.649699785,61662676.87713608,60310433.77161997,58626399.94420354,57685335.42531781,56668233.74107516,55677647.94798248,54110898.277270384,52184015.531357534,50416958.65031932,48512816.2683475,46390632.61167049,44648368.7937751,44144661.31430278,43789292.73982447,42736237.0142981,41253557.392985135,39431032.41894429,37449658.130977735,35176224.70570055,33217281.6376923,30469350.130149424,27786592.79717477,24669093.33102415,21404428.83360751,18022460.417629503,14630694.114388438,11626988.159456624,8646816.612077937,6298591.1635464495,3952002.411962355,2099500.0368070747,247000.000090854,123500.0
2016-07-01 07:00:00,96652650.78880212,91983574.28752288,87314842.35701828,84889663.0047726,82464411.62357412,80160373.47826429,77856270.8644736,75673374.62235686,73490381.88022453,71549805.26626715,69608977.84244066,68516611.14459719,67423246.08925308,66454415.20441705,65481513.51985202,64265598.589686096,63044497.53176604,61793902.766200334,60294642.41738943,58730439.53464811,57726418.59265749,56673935.809437305,55654047.99491157,54068947.05490085,52144824.93091542,50399625.08974612,48523808.90733431,46421788.10905937,44678796.90692945,44156377.08795413,43778304.078530446,42708944.90628235,41228513.63255878,39418366.65339585,37451530.65834496,35188329.2409113,33228971.307429545,30472982.746676963,27786246.07902273,24666550.30734725,21402356.845642395,18022104.884271197,14630703.704938851,11627144.923988763,8646924.039789775,6298602.205032796,3952002.863933753,2099500.0461611324,247000.0001198072,123500.0
2016-07-01 08:00:00,96634503.68207549,91966356.38698496,87298492.41953325,84873762.17636253,82448963.42524154,80145360.24504079,77841697.11555284,75659223.00550917,73476658.82761863,71536465.20751289,69596017.19457322,68503865.48858123,67410698.88387577,66441991.18618856,65469222.00163519,64253431.70051646,63032522.98454621,61784561.15863402,60300959.421300456,58918854.83396889,57777517.5117239,56680297.80654158,55632772.19529332,54031469.86786641,52109864.36979369,50384014.79985489,48533585.97035309,46449559.179391086,44706101.29647338,44167083.46081957,43768259.425131865,42684516.73618804,41206097.19030668,39406739.978654586,37453126.13236018,35199257.11563129,33239619.13841004,30476442.09940937,27785953.258958045,24664244.434430297,21400457.717573334,18021761.24018798,14630711.140782837,11627288.060333151,8647022.58153297,6298612.889857116,3952003.327009814,2099500.056300953,247000.00015291947,123500.0
2016-07-01 09:00:00,96616404.3896076,91949181.04223624,87282180.75727218,84857898.64757988,82433552.68510768,80130385.70310119,77827165.66915075,75645116.52773198,73462978.73638743,71523166.46525772,69583099.87717333,68491172.16843644,67398226.07757586,66429692.20778219,65457173.29784479,64241773.863350816,63021674.85987481,61776808.98082432,60323130.50864796,59047165.051494695,57826989.68126889,56687697.54629477,55613636.35908761,53997713.239297,52078396.52827549,50369859.85517655,48542347.95283753,46474538.73479782,44730811.18764956,44176912.723787874,43759039.69574944,42662441.51559514,41185796.848821744,39396037.9167665,37454496.05328816,35209208.617002346,33249398.74209613,30479743.80920461,27785706.472206887,24662134.688225705,21398702.743553903,18021428.564716715,14630716.699097538,11627419.922253711,8647113.768568143,6298623.252930949,3952003.799376057,2099500.0671769027,247000.0001901932,123500.0
2016-07-01 10:00:00,96599349.62250245,91932983.70004009,87266811.19512545,84842962.03096354,82419052.1357461,80116304.31109223,77813507.02320883,75631863.39814192,73450135.79926234,71510697.47755119,69571012.96062024,68479327.38938229,67386617.90256327,66418218.93789388,65446107.02622234,64231480.30687855,63013148.588563405,61773793.791634135,60352756.909958586,59130863.18502466,57867231.02689302,56694649.52546809,55597886.37853294,53969952.21865279,52052617.969601,50358195.54272717,48549338.84961146,46494644.13755218,44750758.321443215,44184904.67912466,43751548.15579417,42644776.58711507,41169561.29767275,39387436.82299605,37455529.54309661,35217124.19884079,33257217.292971425,30482462.188384607,27785526.86536955,24660462.15260833,21397299.62924499,18021151.92395655,14630720.138009446,11627525.080509229,8647186.893998886,6298631.914357968,3952004.2124310606,2099500.0771360244,247000.0002259217,123500.0
2016-07-01 11:00:00,96584520.79552738,91918900.99415672,87253447.72312492,84829975.604191,82406446.4476116,80104063.0496268,77801632.88874562,75620341.44432686,73438970.7509867,71499858.86160241,69560508.9738003,68469036.06822571,67376527.07895306,66408198.8074108,65436442.87924278,64222518.93857104,63005846.89778527,61771972.87578523,60382187.71548343,59180095.55126899,57898412.80442881,56700554.5362029,55584988.66323608,53947279.6643175,52031647.69092532,50348649.91130308,48554823.41021903,46510625.46693355,44766646.3068957,44191293.70589774,43745560.34389637,42630837.917397045,41156774.54689674,39380659.04761747,37456301.8417614,35223312.075072885,33263350.74762966,30484641.231354687,27785397.947185665,24659159.8268782,21396198.38764437,18020927.79523042,14630722.162143938,11627607.725913538,8647244.75175869,6298639.0090852855,3952004.564030148,2099500.0859597367,247000.0002588917,123500.0
2016-07-01 12:00:00,96572949.62655637,91907907.9537041,87243009.25562073,84819827.9849725,82396592.67200013,80094490.68462299,77792343.9877934,75611324.34507583,73430229.57442123,71491370.56658758,69552281.0089189,68460972.92040278,67368613.94567743,66400301.39201722,65428808.82579263,64215417.06428154,63000003.39033573,61770532.826109625,60402664.08859632,59194282.668785706,57921858.81941272,56705351.06768897,55574173.65071847,53928369.649731696,52014214.70253577,50340663.938316055,48559204.87150604,46523599.31821302,44779569.92257863,44196501.33239242,43740677.076367885,42619586.97819399,41146473.80711251,39375202.02385988,37456896.50948492,35228263.034693204,33268272.37825371,30486419.05719752,27785302.46261964,24658119.617102813,21395311.94186111,18020742.539391343,14630723.33408983,11627674.619550891,8647291.938354144,6298644.969104928,3952004.8693380295,2099500.0938941767,247000.0002896268,123500.0
2016-07-01 13:00:00,96562094.93764956,91897587.52469236,87233206.80178715,84810294.82238573,82387330.42932734,80085486.76153183,77783598.8900179,75602824.71271299,73421975.52289884,71483334.97156034,69544464.20200081,68453280.63533239,67361049.24770837,66392860.47997459,65421507.49068842,64208339.57268809,62993418.56545602,61766062.83390848,60419678.90277343,59208868.68258991,57942991.23687801,56710001.01100696,55563873.03056635,53910158.583105125,51997365.27591442,50332909.8800021,48563434.64256211,46536189.783266805,44792166.07133161,44201612.69150744,43735897.365862906,42608595.23365734,41136376.44178786,39369833.45535012,37457459.71513266,35233130.521390244,33273136.58444204,30488204.838015515,27785215.10141013,24657092.716767512,21394432.6157131,18020555.153327312,14630724.064584697,11627740.871264435,8647338.764706638,6298651.0037449645,3952005.185453941,2099500.102302719,247000.00032298025,123500.0
2016-07-01 14:00:00,96551729.71016814,91887719.7655217,87223833.19507036,84801176.39625661,82378467.92802462,80076867.26790965,77775221.80425736,75594675.88706605,73414053.28340775,71475610.96508461,69536936.04636754,68445857.02906972,67353744.64607896,66385742.441184185,65414487.88136522,64201440.9919522,62986751.49450024,61760672.76370284,60434588.732526615,59220644.205984905,57963697.65481489,56714967.20325943,55553445.25337059,53891339.04728135,51979819.91265283,50324806.130462825,48567934.44605857,46549566.9455557,44805627.24269301,44207129.852593504,43730759.16341522,42596743.7812058,41125410.573369615,39363965.36189198,37458052.00342209,35238461.40282308,33278503.44563648,30490211.37833557,27785126.92691661,24655957.833019543,21393457.05800159,18020343.462903265,14630724.348026732,11627814.00770438,8647390.419916453,6298657.775155959,3952005.546825889,2099500.1120975567,247000.00036256417,123500.0
