datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2016-07-01 16:00:00,8142697.963866146,7749833.463123576,7356306.540329752,7151867.527194318,6947484.008696551,6753350.942383871,6559239.142201312,6375354.891033863,6191476.590018139,6028031.55370411,5864586.755520763,5772650.061169091,5680712.713242364,5598115.277428231,5516394.217192161,5414246.691868053,5312117.567811457,5210087.9877768615,5337543.515954025,5102212.747818316,5541270.64049879,5661715.504647257,5641427.028467362,5553111.720469217,5410622.532513,5243240.399943807,5081366.377960423,4928009.062937737,4774887.214293884,4639412.146280808,4527157.57493474,4412893.737750346,4282549.061451987,4139926.4250560086,3991973.625421271,3832418.380208632,3658877.7249646527,3446428.5657679904,3189447.997074717,2894815.8174761063,2575345.6801502444,2243743.797460855,1907756.771637788,1580560.707154618,1266727.6703472685,978367.9718106064,716362.8117715571,483526.0510055148,275188.9192540434,180747.5033927703
2016-07-01 17:00:00,8080883.313072843,7690951.238130131,7300414.423868325,7097515.26736037,6894667.763735359,6701994.13283148,6509345.190821209,6326849.986339576,6144364.137269731,5982158.594706313,5819954.995208271,5728716.208102119,5637477.290672662,5555497.338060438,5474395.937389663,5373019.932886291,5271649.844950052,5170330.349443191,5299976.160721348,5037145.204193701,5494523.194022267,5639437.466041655,5632613.336769711,5551845.551709495,5414403.100922683,5249378.996327311,5087786.879598311,4934606.447162955,4782250.325445935,4646458.191107925,4533335.176056529,4419428.885082264,4290113.700528435,4148236.53119571,4000602.435414129,3841725.527215757,3669000.902077774,3458821.4296831824,3204438.529147853,2912002.694057275,2593981.4378497736,2263087.2404477536,1927356.0147201545,1599647.1442023,1285034.5974706502,995188.9542137004,731646.4461019065,497108.1953813691,287341.91860582354,195160.18876301235
2016-07-01 18:00:00,8020353.453999606,7633272.55374216,7245664.528249238,7044272.749596158,6842930.203706296,6651687.995010197,6460475.076518951,6279344.134992358,6098225.559741236,5937236.617613953,5776250.319431999,5685696.111981784,5595141.955108333,5513767.615826227,5433274.856999616,5332658.900625203,5232044.087462616,5131447.789526979,5262291.556632104,4981382.561245451,5446818.5187843535,5615749.164494778,5623029.531881145,5550179.452062073,5417938.8758129375,5255430.797718116,5094238.983203901,4941233.775838508,4789596.84739162,4653538.116584998,4539569.686514963,4425945.094159029,4297618.757458589,4156503.23732207,4009212.6621761234,3850993.104322645,3679076.47728616,3471081.895187497,3219277.530582227,2929061.4505453142,2612532.6774857617,2282389.4017937253,1946940.3361306773,1618763.4949355044,1303386.9960063535,1012096.6167255,747019.7590698443,510789.5933379112,299578.28475071915,210155.7856760047
2016-07-01 19:00:00,7959952.064531989,7575715.973189556,7191008.728471823,6991116.608311358,6791284.193930838,6601485.848030988,6411721.755677572,6231964.341470538,6052217.158784038,5892445.183509092,5732674.185969136,5642803.152778458,5552932.0487735495,5472161.786026885,5392276.272071606,5292419.345265844,5192562.530624504,5092710.802644839,5224628.818911005,4937199.840113657,5398808.375895341,5590737.24256811,5612687.326049891,5548117.298332872,5421230.630353528,5261388.617614484,5100714.773483484,4947890.094192488,4796929.5165775865,4660649.749678293,4545860.618518969,4432447.305849363,4305066.817565076,4164725.6684117336,4017802.874517529,3860222.338519368,3689104.919483367,3483214.908788659,3233966.117434741,2945990.7213297947,2630996.855609042,2301647.759375498,1966508.198205224,1637907.143958764,1321783.9584205062,1029088.555505477,762482.5757612298,524569.6863368135,311898.94441800786,225734.259072965
2016-07-01 20:00:00,7896932.234339477,7515662.803397575,7133931.421563959,6935595.844521183,6737357.617219852,6549088.35994194,6360850.1063554175,6182529.920404804,6004212.740078856,5845709.050120299,5687205.425885798,5598047.139462277,5508888.853037766,5428749.011028067,5349497.199797796,5250432.436795319,5151367.683883652,5052304.331129594,5187086.399745319,4910157.960449958,5351202.944872786,5564483.37904498,5601570.885219452,5545646.376152488,5424272.513176731,5267244.169973644,5107206.866047657,4954574.52934727,4804250.5902258735,4667790.452586092,4552206.659626567,4438939.729507293,4312460.435927788,4172903.098315157,4026371.661241584,3869414.299677676,3699086.7415257874,3495225.155771659,3248505.629200318,2962789.285562233,2649371.497476672,2320859.7898252434,1986058.005852596,1657075.5387441276,1340224.477553906,1046162.4539976238,778034.5912412016,538447.9382178198,324304.73769635346,241895.62779598203
2016-07-01 21:00:00,7832514.212446931,7454241.161717552,7075547.997721959,6878858.423397872,6682294.63469282,6495598.305826072,6308911.008908255,6132050.535422214,5955190.168690401,5797980.960684543,5640771.752980127,5552341.572606319,5463911.392149244,5384415.447936217,5305810.841980773,5207555.085502444,5109299.330414286,5011044.15829472,5149594.850943171,4890362.072143244,5304977.916719484,5537091.366316607,5589658.299287561,5542747.725988179,5427055.94998154,5272988.785916571,5113707.963202886,4961285.968160434,4811562.063371623,4674957.66160637,4558606.219873406,4445426.139256118,4319802.218824387,4181034.978074819,4034917.647773795,3878569.912375412,3709022.488681744,3507117.0780151766,3262897.6005395623,2979456.071744665,2667654.2014879864,2340022.9726107367,2005588.109831677,1676266.182613892,1358707.4561007242,1063316.0720273573,793675.383230305,552423.8263088105,336796.4243932283,258639.95912692265
2016-07-01 22:00:00,7768272.867296395,7393007.030048882,7017343.799830113,6822312.570575832,6627398.612871232,6442245.191725194,6257092.862701109,6081685.435061515,5906278.008543099,5750360.298001232,5594442.587517815,5506738.874257317,5419035.160975978,5340181.669347001,5262222.8119892655,5164774.241252922,5067325.67090878,4969877.441091225,5112102.514909844,4871102.263866658,5260470.014252231,5508711.835348107,5576932.00276081,5539400.676279586,5429571.164956504,5278613.662955632,5120210.718014303,4968022.968235564,4818865.728799188,4682149.029120418,4565057.605277376,4451909.969180205,4327094.829702608,4189120.939344234,4043439.506893472,3887689.9669399774,3718912.7283296,3518894.8900941093,3277143.735700683,2995990.160405029,2685842.6436316418,2359134.794137426,2025096.810076036,1695476.6283241536,1377231.7151251058,1080547.2360874382,809404.4234052032,566496.8337939045,349374.6895047951,275967.3637397232
2016-07-01 23:00:00,7705342.161028678,7333110.827731343,6960420.259153386,6766960.481681557,6573633.488560562,6389983.231900727,6206333.27064065,6032349.100665442,5858364.930752815,5703712.337207785,5549059.743709479,5462067.658744056,5375075.573773994,5296851.412188936,5219525.113338125,5122867.240727098,5026209.368293393,4929551.706354307,5074615.166618589,4845185.8012543935,5217604.293521886,5479504.919112168,5563383.464527582,5535584.339020534,5431807.584431639,5284109.8989357455,5126707.702482046,4974783.747812004,4826163.184352655,4689362.438763225,4571559.07387906,4458394.348111966,4334340.97440267,4197160.789812865,4051935.9671190223,3896775.13014224,3728758.040849013,3530562.5938298404,3291245.885367583,3012390.785121604,2703934.581827749,2378192.751869778,2044582.3590634305,1714704.4722163605,1395796.0017065597,1097853.8306872912,825221.0874734971,580666.4431859525,362040.1479215148,293877.99101116264
2016-07-02 00:00:00,7644428.565104871,7275181.818105138,6905377.860432575,6713397.553880054,6521593.317061304,6339397.04360518,6157201.238368763,5984594.689715141,5811988.141100042,5658560.099810453,5505132.05856438,5418828.784247774,5332525.5099305725,5254910.496753813,5178196.474049816,5082303.946612473,4986411.419245947,4890518.983804984,5037181.396490973,4807290.239110237,5175892.255824948,5449616.4034116,5549013.760956638,5531278.435400126,5433753.979417303,5289468.4753086455,5133191.399827417,4981566.194591856,4833455.828423049,4696595.990277902,4578108.861157556,4464882.119789857,4341543.382934253,4205154.506053392,4060405.819875329,3905825.9556801086,3738559.011658086,3542123.9914595527,3305206.0257071727,3028657.332137164,2721927.860076475,2397194.358465504,2064042.9652291776,1733947.3489065785,1414398.9957982064,1115233.7906529284,841124.6641562285,594932.1307674987,374793.3484784876,312372.0246429184
2016-07-02 01:00:00,7606177.447280715,7238794.444723529,6870790.321762822,6679743.981716934,6488895.3078051545,6307612.495193953,6126330.370965724,5954589.41611514,5782848.461301253,5630189.836710198,5477531.212161648,5391660.73474571,5305790.25733017,5228557.974170426,5152228.659832591,5056817.017844928,4961405.37585826,4865993.733877758,4770582.100359482,4675181.965783451,5134566.302453011,5415849.060662482,5533832.286902252,5526463.890874092,5435398.566673518,5294680.231691785,5139654.201249403,4988367.878538554,4840744.853497596,4703847.977652301,4584705.196161447,4471375.859436609,4348704.791940332,4213102.225237361,4068847.925712491,3914842.894450095,3748316.224324284,3553582.6975726173,3319026.2394071277,3044789.3387733884,2739820.4123421395,2416137.1459106226,2083476.7964215665,1753202.926483662,1433039.316375172,1132685.09427611,857114.3631972278,609293.3618799995,387634.7774452488,331449.67855440656
